_id,amount,reasoning
681262f3af06ea2cad501782,6300,"In this case, the Court finds an award of $ 900 per    infringement, or a total of $ 6300, to be adequate to serve the purposes of the copyright laws."
68126300af06ea2cad501784,40000,"Furthermore, the plaintiffs received statutory damages in the amount of $ 40,000, approximately three times the amount of the expectable license fees that Charlie Club would have owed had it secured licenses."
68126302af06ea2cad501785,N/A,"To the extent Jonette opted to recover statutory damages in lieu of its actual damages plus Weiman's profits for those items which had been registered with the Copyright Office, this sum includes an appropriate amount of statutory damages to which Jonette is entitled."
68126306af06ea2cad501786,N/A,N/A
68126308af06ea2cad501787,N/A,"On the question of whether K-Mart is an intentional and willful infringer, K-Mart argues that this question is relevant only if a plaintiff in a copyright infringement action elects to recover statutory damages pursuant to 17 U.S.C. § 504 (a) (2). See 17 U.S.C. § 504(c) (2). Because Hukafit has elected to recover actual damages based on K-Mart's profits, K-Mart suggests that the Court need not reach the issue of willfulness."
68126319af06ea2cad501789,134000,"Because Zakarian does not contest the number of infringements asserted by plaintiffs, the Court finds that plaintiffs have established 134 separate infringements by Zakarian of their respective copyrights. Plaintiffs suggest that judgment in the amount of $ 1,000.00 for each infringement would be ""justified and reasonable"" in this case."
6812631caf06ea2cad50178a,108000,"This Court correspondingly finds that defendants have acted willfully in infringing upon plaintiff's copyright and, pursuant to 17 U.S.C. § 504(c)(2), this Court GRANTS plaintiff statutory damages in the amount of $ 4,000 for each of the twenty-seven infringements admitted by the defendants in this action."
68126329af06ea2cad50178b,762500,"Alternatively, I find that plaintiff is entitled to statutory damages in the amount of $ 680,000 against Dang's/UE, $ 35,000 against Flushing Star; $ 32,500 against Queens Video; $ 7,500 against Chan's Video and $ 7,500 against Gong Pictures, totalling $ 762,500."
6812632daf06ea2cad50178c,N/A,N/A
68126330af06ea2cad50178d,N/A,N/A
6812633faf06ea2cad50178e,N/A,"Under § 412 of the copyright act, CA may not be awarded statutory damages or attorney's fees as provided in § 505, because the alleged infringement of ADAPTER by OSCAR 3.4 commenced before the effective date of its registration."
68126344af06ea2cad50178f,10000,"Accordingly, the defendants are jointly and severally liable to plaintiff for $ 10,000 in statutory damages."
68126348af06ea2cad501790,N/A,"Taking this into consideration, and the fact that from October 1, 1986 until December 31, 1991, COHEN will have avoided a total of $ 2,582.91 in license fees, the court finds that statutory damages in the amount of $ 1,500 per infringement appropriate."
6812634baf06ea2cad501791,N/A,N/A
6812634baf06ea2cad501792,N/A,
6812634caf06ea2cad501793,N/A,"In this case, the district court awarded damages in the amount of $ 15,000 for each infringement."
6812634caf06ea2cad501794,2648,"However, Alentino has not demonstrated any reason why a statutory damages award should exceed Chenson's maximum possible profits. In the Court's view, that maximum profits figure -- $ 2648.00 -- constitutes a fair and reasonable damages award. Chenson is ordered to pay Alentino that amount, plus 9% interest from October 18, 1989."
6812634daf06ea2cad501795,N/A,N/A
6812634daf06ea2cad501796,N/A,"Finally, in the alternative, K-T argues that it is entitled to the  statutory damages, not to exceed $ 100,000, provided for by 17 U.S.C. 504(c)(2), for a willful infringement. Given the circumstances of this case, the Court finds that damages in the amount of $ 46,000, defendants' profits, would fairly and adequately compensate K-T for the infringement of its copyright. ORDERED that Kepner-Tregoe, Inc. recover of the defendant Leadership Software, Inc. the sum of $ 46,000 with interest thereon at the rate of 10% as provided by law, and its costs of action, including, pursuant to 17 U.S.C. § 505, its attorney's fees."
6812634faf06ea2cad501797,N/A,N/A
68126351af06ea2cad501798,N/A,"Finally, we note that Rogers remains at liberty to elect statutory damages in lieu of an award of actual damages and apportioned profits. See 17 U.S.C. § 504(c). In fact, given Koons' wilful and egregious behavior, we think Rogers may be a good candidate for enhanced statutory damages pursuant to 17 U.S.C. § 504(c)(2)."
68126352af06ea2cad501799,23500,"The court awarded them $ 500 per infringement, totalling $ 23,500 in statutory copyright infringement damages."
68126354af06ea2cad50179a,3420,"Here, upon consideration of these factors, the Court concludes that an award of $ 3,420 is just."
68126355af06ea2cad50179b,N/A,N/A
68126356af06ea2cad50179c,100000,"Plaintiff asks for statutory damages in the maximum amount of $ 100,000 and attorneys' fees."
6812cad0af06ea2cad50179f,N/A,"The plaintiffs have elected to receive actual damages in this case, and submitted evidence on the proper measure of actual damages."
6812cad1af06ea2cad5017a0,N/A,"Therefore, we vacate the district court's award of statutory damages and remand for reconsideration in light of our conclusion."
6812cad2af06ea2cad5017a1,2500,"Taking into consideration the findings on infringement as well as the purposes of the Copyright Act, I award two thousand five hundred and 00/lOO dollars ($ 2,500.00) in statutory damages to plaintiffs."
6812cad3af06ea2cad5017a2,N/A,"The plaintiff states said  [***1952]  cases were equitable in nature, and state that in the case sub judice, she is not asking for any equitable relief since ""the defendant has complied with her requests to remove the infringed material. Plaintiff only seeks statutory damages."" Plaintiff's Response, May 27, 1992, p. 1. The plaintiff additionally submits that she does not seek minimal statutory damages, but rather she is asking for maximum statutory damages on twelve of the alleged infringements, and an increased amount on five of the alleged infringements for willfulness."
6812cad5af06ea2cad5017a3,30000,"In the exercise of my discretion I assess statutory damages in the amount of $ 30,000."
6812cad5af06ea2cad5017a4,N/A,N/A
6812cad8af06ea2cad5017a5,N/A,"Under the copyright act, the plaintiffs are entitled either to actual damages and lost profits or to statutory damages. 17 U.S.C. § 504."
6812cadaaf06ea2cad5017a7,20000,"After a bench trial, the district court entered judgment for LANS on the copyright infringement claims and awarded statutory damages of $ 10,000 for each infringement, a total of $ 20,000."
6812cadbaf06ea2cad5017a8,5000,"Accordingly, Chenson is ordered to pay Alentino an additional $ 5000 in damages."
6812cae0af06ea2cad5017aa,N/A,N/A
6812cae1af06ea2cad5017ab,N/A,"Statutory damages can be as little as $ 200, and as much as $ 100,000."
6812cae2af06ea2cad5017ac,105000,"...in the amount of One Hundred Five Thousand and 00/100 ($ 105,000) dollars, statutory damages, ($ 7500 per infringement);..."
6812cae4af06ea2cad5017ad,4000,"Based on the fact that ASCAP contacted or    attempted to contact Christenson twenty-two times in order to persuade him to obtain a license and on all the other evidence presented, the court finds that damages should be assessed at $ 1,000 per infringement, for a total statute; damage award of $ 4,000."
6812cae5af06ea2cad5017ae,1500,"The Court awards plaintiffs statutory damages for infringement in the amount of $ 500.00 per infringement, for a total of $ 1,500.00."
6812cae8af06ea2cad5017af,N/A,N/A
6812cae9af06ea2cad5017b0,36000,"As for the relief requested, plaintiffs are seeking injunctive relief, statutory damages, costs and attorney's fees, as well as interest thereon. Plaintiffs are seeking an award of damages in the amount of $ 1,000.00 per act of infringement, for a a total of $ 36,000.00 in damages."
6812caf8af06ea2cad5017b3,70000,"Therefore, the Court, in its discretion shall award statutory damages for each of the seven infringements in the amount of $ 10,000 dollars, for a total award of $ 70,000."
6812cb07af06ea2cad5017b4,N/A,N/A
6812cb13af06ea2cad5017b5,120000,"...awarded TPP the following damages: (1) against PIL, either statutory damages of $ 120,000 or actual damages (based on a reasonable royalty) of $ 125,000, at TPP's option;..."
6812cb14af06ea2cad5017b6,15000,"the plaintiffs shall recover statutory damages of $ 2500 on each of the six counts of the complaint, for a total of $ 15,000, plus reasonable attorneys' fees, which to date total $ 6,105, plus costs and interest."
6812cb16af06ea2cad5017b7,250000,"Accordingly, the court permanently enjoins defendant from further infringement of plaintiffs' copyrights or trademarks and finds defendant liable for monetary damages in the amount of $ 250,000 for copyright infringement and $ 33,000 for trademark infringement."
6812cb17af06ea2cad5017b8,N/A,"Here, Kleier has elected to seek actual damages."
6812cb18af06ea2cad5017b9,24000,"Taking all of these factors into consideration, along with the purposes of the Copyright Act, this Court finds that   the copyright holders are entitled to statutory damages in the amount of $ 2,000 for each of the twelve infringements, under 17 U.S.C. § 504(c)(2), for a total of $ 24,000."
6812cb19af06ea2cad5017ba,11000,"Furthermore, the Court ORDERS the Defendant to pay to the Plaintiffs in the original litigation, Superhype Publishing, Inc., Funky Metal Music, Guns N' Roses Music and New Jersey Underground Music, Inc. statutory damages of $ 1,500 each for copyright violations on June 28-29, 1991 and to pay the Plaintiffs in the second litigation, Funky Metal Music and Creeping Death Music, statutory damages of $ 2,500 each for copyright violations on February 8-9, 1992."
6812cb1aaf06ea2cad5017bb,4500,"The court further finds that plaintiffs are entitled to statutory damages in the amount of $ 1,500 per infringement, for a total award of $ 4,500 and that the sum is an appropriate amount to deter the defendants from continuing their infringing conduct and to sufficiently protect the copyrights held by the plaintiffs."
6812cb1baf06ea2cad5017bc,N/A,"The plaintiffs seek one $ 50,000 statutory damages award against each defendant for each copyright violation, that is, for each tape that each defendant sold or held for sale."
6812cb1daf06ea2cad5017bf,11500,"Accordingly, defendants are liable to plaintiffs in the amount of $ 11,500 in statutory damages for copyright infringements, $ 1,747.00 in attorney's fees, and $ 485.37 in costs and expenses."
6812cb22af06ea2cad5017c1,N/A,Both acts provide for the award of statutory damages.
6812cb25af06ea2cad5017c2,2500,"Gamma was awarded $ 2,500 in statutory damages, as well as costs and attorney's fees."
6812cb26af06ea2cad5017c3,25000,"IT IS, THEREFORE, BY THE COURT ORDERED THAT defendants are jointly and severally liable to plaintiffs in the amount of $ 25,000.00 in statutory damages for copyright infringement violations."
6812cb27af06ea2cad5017c4,N/A,"Therefore, the Court will impose only the minimum damage award specified by law ($ 500.00 per violation)."
6812cb28af06ea2cad5017c5,2900,"For the foregoing reasons, and upon the entire record, the Court awards plaintiff the statutory damages pursuant to 17 U.S.C. § 504(c)(1) that it considers just: $ 2,900."
6812cb29af06ea2cad5017c6,N/A,N/A
6812cb2aaf06ea2cad5017c7,6000,"...for a total of $ 6,000..."
6812cb2baf06ea2cad5017c8,N/A,N/A
6812cb31af06ea2cad5017c9,N/A,N/A
6812cb33af06ea2cad5017ca,150000,"It set damages at $ 50,000 for each of the three copyright infringements."
6812cb37af06ea2cad5017cb,6000,"Accordingly, the Court finds that the Plaintiffs' request of statutory damages of $ 2000.00 per violation, or a total of $ 6,000.00 -- an amount approximately three times what the Defendant would have paid to be licensed -- is a modest, just and appropriate award under section 504(c)(1)."
6812cb37af06ea2cad5017cc,2000,"Mirage seeks statutory damages in the sum of $ 10,000 against each of the four named defendants. Because the court is constrained only by the ""maxima and minima"" provided in the statute and Mirage has failed to provide a factual basis for its statutory damages request, the court concludes that Mirage is entitled to statutory damages in the amount of $ 500 per defendant."
6812cb38af06ea2cad5017cd,6000,"Judgment is entered in favor of plaintiffs for statutory damages in the amount of $ 1,500.00 for each of the four infringements for total damages of $ 6,000.00."
6812cb39af06ea2cad5017ce,N/A,N/A
6812cb3baf06ea2cad5017cf,N/A,"Accordingly, the plaintiffs are entitled to an award of $ 20,000 against each defendant as statutory damages."
6812cb3eaf06ea2cad5017d0,6000,"The determination of statutory damages is left to the discretion of the trial court. In order to complete the record for appeal, and acting (contrary to my own determination) on the assumption that plaintiffs have proved a prima facie case so judgment should enter in their favor for six copyright infringements by the exhibitors, I find damages of $ 6,000 ($ 1,000 per infringement) to be appropriate."
6812cb3eaf06ea2cad5017d1,N/A,N/A
6812cb3faf06ea2cad5017d2,4500,"Plaintiffs seek, in their motion, statutory damages of $ 2,500 for each of the three counts of infringement. As in Vasiliou and Jasperilla, I believe that $ 1,500 per occurrence is the appropriate amount to award in statutory damages."
6812cb40af06ea2cad5017d3,110000,"At $ 10,000 per work infringed, this came to a total of $ 110,000 for the eleven works found infringed."
6812cb44af06ea2cad5017d5,0,"However, in examining the statutory damages for copyright infringement, the Court FINDS that no such damages have been proven by either Peiffer or KKI. Therefore, the Court does not award any such damages."
6812cb50af06ea2cad5017d6,N/A,
6812cb51af06ea2cad5017d7,400000,"On May 17, 1994, the jury returned a verdict in favor of plaintiff, awarding maximum statutory damages in the amount of $ 400,000.00."
6812cb51af06ea2cad5017d8,12000,"(2) the plaintiffs shall recover from the defendant the sum of $ 12,000 in statutory damages under 17 U.S.C. § 504, plus postjudgment interest accumulating at the rate of 5.69% per annum from the date of the entry of this judgment until paid;"
6812cb52af06ea2cad5017d9,N/A,N/A
6812cb53af06ea2cad5017da,N/A,"In the present case, the Plaintiffs seek an award of $ 2,000 per infringement."
6812cb54af06ea2cad5017db,65000,"At its conclusion, the court awarded Nintendo statutory damages under the Copyright Act of $ 65,000, representing $ 5,000 for each of the thirteen copyright infringements."
6812cb54af06ea2cad5017dc,7500,"Because $ 2,500 per work is a just and reasonable penalty in these circumstances, this court awards $ 7,500 in total statutory   damages to Plaintiffs."
6812cb56af06ea2cad5017de,7500,"Furthermore, we award plaintiffs statutory damages in the amount of $ 7,500, attorney's fees in the amount of $ 2,955, and costs in the amount of $ 195.50."
6812cb56af06ea2cad5017df,N/A,"The district court    awarded these Plaintiffs $ 1,000 per infringement, an amount well below the statutory maximum and easily within the broad discretion accorded the district court in assessing statutory copyright damages."
6812cb56af06ea2cad5017e0,3500,"ORDERED and ADJUDGED that plaintiffs are awarded damages pursuant to 17 U.S.C. § 504 and shall recover from defendants jointly and severally   the amount of Three Thousand, Five Hundred Dollars ($ 3,500.00);"
6812cb57af06ea2cad5017e2,140000,"The district court awarded BMI the maximum statutory damages for non-willful infringement, totaling $ 140,000--$ 10,000 for each of the 14 infringing performances."
6812cb58af06ea2cad5017e3,7500,"The Court agrees with plaintiffs that a statutory damage remedy of $ 7,500, which is $ 1,500 for each of the five violations, along with the award of attorney fees discussed below."
6812cb59af06ea2cad5017e4,N/A,"In the present case, we have previously determined that Holabird is not entitled to statutory damages or attorneys' fees."
6812cb5aaf06ea2cad5017e5,N/A,Plaintiff sought discovery on the damages issue and also asked for an award of statutory damages.
6812cb5faf06ea2cad5017e6,66000,"...based on the defendants' alleged unauthorized public performance of thirty-three (33) musical compositions from the BMI repertoire."" ""Plaintiffs should be awarded statutory damages under 17 U.S.C. § 504(c)(2) in the amount of $ 2000 per documented infringement;"
6812cb64af06ea2cad5017e7,8000,"In view of the foregoing, the Court agrees with plaintiffs' assertion that statutory damages of $ 2,000 per infringing performance for a total award of $ 8,000 is appropriate."
6812cb6daf06ea2cad5017e8,N/A,
6812cb70af06ea2cad5017e9,N/A,N/A
6812cb76af06ea2cad5017ea,N/A,
6812cb79af06ea2cad5017eb,N/A,N/A
6812cb7aaf06ea2cad5017ec,8750,"...award statutory damages in the amount of $ 8,750.00."
6812cb7eaf06ea2cad5017ed,N/A,
6812cb82af06ea2cad5017ee,N/A,
6812cb88af06ea2cad5017ef,167000,"Accordingly, plaintiffs are entitled to damages in the amount of $ 167,000 ($ 500 per infringement act multiplied by 334 infringements acts)."
6812cb9aaf06ea2cad5017f0,25000,"...affirm the award of $ 13,221.20 in infringing profits and of $ 25,000 in statutory damages..."
6812cba3af06ea2cad5017f1,100000,"The October 14 order awarded the plaintiff enhanced statutory damages in the amount of $ 100,000, costs and attorneys' fees, and entered a permanent injunction restraining the defendants from further infringement."
6812cba9af06ea2cad5017f2,300000,"The Court will award Microsoft $ 300,000 in damages for Defendants' intentional infringement of its copyrights in MS-DOS 5.0, MS-DOS 6.0 and 6.2, and Windows 3.1 and 3.11."
6812cbaaaf06ea2cad5017f3,N/A,N/A
6812cbadaf06ea2cad5017f4,N/A,N/A
6812cbafaf06ea2cad5017f5,42000,"In the present case, the district judge awarded Grateful Dead Productions and Ice Nine a total of $ 42,000 in statutory damages."
6812cbb4af06ea2cad5017f6,400000,"The jury awarded Superior Form $ 400,000 in statutory damages, the maximum allowable, and the district court awarded Superior Form $ 74,104.50 in attorneys fees and costs."
6812cbb8af06ea2cad5017f7,5000,"Having considered all of the relevant factors, the Court determines that plaintiffs are entitled to a statutory damages award in the amount of $ 1000 per copyright infringement, for a total of $ 5000."
6812cbbeaf06ea2cad5017f8,12000,"an award of statutory damages totalling $ 12,000 ($ 1,500 per song) is appropriate to compensate the copyright owners herein and to provide a deterrent for defendants and other would-be infringers."
6812cbc3af06ea2cad5017f9,N/A,N/A
6812cbcbaf06ea2cad5017fb,N/A,
6812cbceaf06ea2cad5017fc,N/A,"Since plaintiff's election was not made before final judgment was rendered, it is DENIED. Since plaintiff does not offer any grounds upon which a Rule 60(b) motion could be granted, the motion is DENIED."
6812cbd2af06ea2cad5017fd,N/A,Establishing such a pattern of infringement is necessary in order to obtain injunctive relief and enhanced statutory damages against an infringer who has infringed and will continue to infringe protected works.
6812cbe1af06ea2cad5017fe,56500,"Furthermore, I respectfully recommend that statutory damages in the amount of $ 39,500 be assessed against defendant Aegean, that statutory damages in the amount of $ 17,000 be assessed against defendant Flair, that Plaintiff's request for pre- judgment interest be denied, and that liability on these statutory awards be several but not joint."
6812cbe6af06ea2cad5017ff,156000,"Accordingly, this Court awards statutory damages   of $ 156,000 for 156 separate violations of the Copyright Act, and actual damages of $ 7,000,000 for violating the Lanham Act."
6812cbecaf06ea2cad501800,N/A,"Being an unpublished work and because Defendants commenced their infringement of Plaintiff's copyright in the architectural drawings before December 6, 1993, the effective date of Plaintiff's registration of copyright, subsection (1) of § 412 prohibits an award of statutory damages and attorneys' fees."
6812cbeeaf06ea2cad501801,N/A,"BMI also requests statutory damages pursuant to 17 U.S.C. § 504(c) in the amount of $ 2,000 per  violation."
6812cc60af06ea2cad501802,N/A,N/A
6812cc62af06ea2cad501803,20000,"Accordingly, plaintiffs shall recover statutory damages in the total amount of $ 20,000 from Parker."
6812cc65af06ea2cad501805,N/A,The district court held in favor of Magnuson on the copyright claim and awarded $ 375 in damages.
6812cc67af06ea2cad501806,4000,"In March 1995, the court granted summary judgment to the music companies, permanently enjoining C.H.L.R. from engaging in infringing activities, awarding $ 1000 in statutory damages for each of the four infringements, and awarding $ 1119 in costs and $ 5469 in attorney fees."
6812cc69af06ea2cad501807,800000,"Defendants shall pay statutory damages in the amount of $ 800,000.00 to Plaintiffs."
6812cc69af06ea2cad501808,5000,"In light of defendant's default, and  the compensatory and deterrent purposes of statutory damage awards, see, e.g., N.A.S. Import, Corp. v. Chenson Enterprises, Inc., 968 F.2d 250, 252 (2d Cir. 1992); Cross Keys Publishing Co., Inc. v. Wee, Inc., 921 F. Supp. 479, 481-82 (W.D. Mich. 1995), plaintiff should be awarded $ 5,000 in statutory damages from defendant, who, according to the well-pleaded allegations of the complaint, is the manufacturer of the goods."
6812cc6aaf06ea2cad501809,9000000,"The district court assessed Feltner $ 9,000,000 in statutory damages--$ 10,000 for each of the 900 occasions on which MCA's programming was improperly aired."
6812cc6daf06ea2cad50180a,N/A,N/A
6812cc6daf06ea2cad50180b,N/A,"It is the Court's judgment that, based on the particularly egregious and willful nature of Mr. Lopez's conduct, a maximum award of statutory damages or $ 100,000 for each of the works infringed is warranted."
6812cc6faf06ea2cad50180c,N/A,N/A
6812cc71af06ea2cad50180d,9100000,"For the reasons set forth above, I recommend that Plaintiffs' Motion for Final Judgment on Default be granted, and that Plaintiffs be awarded judgment in the amount of $ 9,100,000, representing an award of statutory damages, calculated at the maximum statutory damage rate of $ 100,000 for each of the 91 copyrighted works infringed."
6812cc73af06ea2cad50180e,5000,"Finally, Khalifa argues that the district court abused its discretion in awarding statutory damages of $ 5000 for the five instances of copyright infringement."
6812cc75af06ea2cad50180f,60000,"Therefore, Plaintiffs are entitled to a statutory damage award pursuant to 17 U.S.C. § 504(c)(1) in the amounts of $ 40,000.00 for the two infringements of the ""Beating of Reginald Denny"" and $ 20,000.00 for the two infringements of Beating of    Man in White Panel Truck""; a total award of $ 60,000.00."
6812cc80af06ea2cad501810,2500,"In light of the five instances of infringement which occurred in this case, because the penalty is being assessed against an individual of limited means who has already expended considerable sums in this litigation, and because RTC has indicated its express desire to seek only the statutory minimum, provided its copyrights are protected, the Court intends to award the statutory minimum of $ 500 for each infringement, for a total statutory award of $ 2,500 in favor of RTC and against defendant Lerma, unless the RTC convinces the Court to do otherwise."
6812cc86af06ea2cad501811,99000,"Plaintiffs also seek an award of statutory damages in the amount of $ 1000 for each of the nine acts of copyright infringement which occurred prior to the filing of their original complaint, and in the amount of $ 5000 for each of the eighteen acts of infringement which they allege were wilful because those acts occurred after the filing of their original complaint and are included in the amended complaint."
6812cc87af06ea2cad501812,390000,"7. Under these circumstances, plaintiff Central Park Media Corporation should be awarded statutory damages in the sum of $ 10,000 for each   copyright infringed. As plaintiff Central Park Media Corporation has shown that 39 titles have been infringed, the total award should be $ 390,000."
6812cc8faf06ea2cad501813,160240,"...statutory damages in the total amount of $ 160,240.00..."
6812cc9faf06ea2cad501814,30000,"The plaintiffs allege infringement of the copyrights on six different works that were excerpted without permission. Here the district court awarded $ 5,000 per work infringed, characterizing the amount of the award as ""a strong admonition from this court."" 855 F. Supp. at 913."
6812cca5af06ea2cad501815,N/A,"In the case at bar, Plaintiff elected to seek profits rather than actual damages. (Amended Report at 12.)"
6812ccadaf06ea2cad501816,N/A,
6812ccbcaf06ea2cad501817,10000,"Therefore, the Court awards statutory damages in the amount of $ 10,000."
6812ccc7af06ea2cad501818,10000,"Therefore, the Court awards statutory damages in the amount of $ 10,000."
6812cccaaf06ea2cad501819,40000,"Moreover, the plaintiffs' request for $ 4,000 for each of the ten infringements, for a total statutory award of $ 40,000, seems reasonable."
6812ccd3af06ea2cad50181a,8800000,"...awarded Columbia $ 8,800,000 in statutory damages..."
6812ccd5af06ea2cad50181b,84000,"In its discretion, the Court holds that an award of $ 10,000.00 against this defendant constitutes a fair measure of damages, and will enter judgment for the plaintiffs to have and recover that amount from defendant Fulano de Tal d/b/a Negocio I (Sin Nombre)."" ""Therefore, in its discretion the Court holds that an award of $ 22,000.00 fairly punishes this defendant and compensates the plaintiffs, and will enter judgment for the plaintiffs to have and recover that amount from defendant Fulano de Tal d/b/a Las Delicias."" ""In its discretion the Court holds that an award of $ 14,000.00 fairly punishes this defendant and compensates the plaintiffs, and will enter judgment for the plaintiffs to have and recover that amount from defendant Fulano de Tal d/b/a Los Muchachos Cocktail Lounge."" ""In its discretion the Court holds that an award of $ 10,000.00 fairly punishes this defendant and compensates the plaintiffs, and will enter judgment for the plaintiffs to have and recover that amount from defendant Fulano de Tal d/b/a Los Pinchos."" ""In its discretion the Court holds that an award of $ 10,000.00 fairly punishes this defendant and compensates the plaintiffs, and will enter judgment for the plaintiffs to have and recover that amount from defendant Fulano de Tal d/b/a Kenny's Negocio Hot Dog and Hamburgers."" ""In its discretion the Court holds that an award of $ 18,000.00 fairly punishes this defendant and compensates the plaintiffs, and will enter judgment for the plaintiffs to have and recover that amount from defendant Fulano de Tal d/b/a Levi's Sports Bar."
6812cce5af06ea2cad50181d,25000,"Therefore, based on the egregiousness of the defendants' behavior, an award of $ 25,000 in statutory damages is appropriate in this case."
6812cce6af06ea2cad50181e,72500,"Concededly the least culpable of the defendants, Barringtons will be found liable for the minimum statutory damages of $ 500.00 for each of the five works found to have been infringed by that defendant, for a total of $ 2,500.00. The court will award $ 10,000 for each infringing work against Kirklands, for a total of $ 70,000.00."
6812ccecaf06ea2cad501820,20000,"I believe that the sum of $20,000.00 in statutory damages is adequate to accomplish such purposes. Thus, the defendants, jointly and severally, are ordered to pay such sum to the plaintiff as statutory damages."
6812ccf5af06ea2cad501821,207000,"Since Defendant Landa and Frank collectively infringed upon 207 individual movie titles the Court will award Plaintiffs a total award of $ 207,000.00."
6812ccfbaf06ea2cad501822,N/A,IT IS FURTHER ORDERED that no damages are awarded to Plaintiffs for Cyanamid's copyright infringement.
6812cd01af06ea2cad501823,N/A,"However, as an initial matter, as a condition precedent to an award of statutory damages pursuant to Section 505 of the Copyright Act, it is first necessary for the copyright owner to obtain a valid registration for his copyright in the copyright office. As there is nothing in the record to indicate that Walker's architectural designs received federal registration in the Copyright office prior to amending his complaint to add a count of copyright infringement, it is 1997 Mass. Super. LEXIS 195, *7 unclear whether the arbitrator exceeded his authority in awarding statutory copyright damages pursuant to 17 U.S.C. 412(2)."
6812cd08af06ea2cad501824,N/A,"Accordingly, the application of statutory damages would be inappropriate."
6812cd0caf06ea2cad501825,N/A,The court reserves any ruling on the plaintiffs' motion with respect to statutory damages and attorneys' fees and costs.
6812cd1eaf06ea2cad501826,115000,"Hence, the motion for summary judgment on the issue of statutory damages is granted and plaintiffs are entitled to statutory damages in the amount of $ 115,000 for defendants' infringements pursuant to § 504(c)(1)."
6812cd2aaf06ea2cad501827,439000,"Along with the $ 310,000 awarded at summary judgment, the total amount of statutory damages awarded in this case is $ 439,000."
6812cd2daf06ea2cad501828,N/A,"Nevertheless, 17 U.S.C. § 504(a) provides that a copyright infringer is liable either for the copyright owner's actual damages and any additional profits of the infringer, or statutory damages."
6812cd2faf06ea2cad501829,N/A,"17 U.S.C. § 504(a) provides that a copyright infringer is liable either for the copyright owner's actual damages and any additional profits of the infringer, or statutory damages."
6812cd30af06ea2cad50182a,300000,"Thereafter, the Court awarded statutory damages of $ 100,000 for each copyright infringed. Pursuant to 17 U.S.C. § 504, Murray elected   to receive statutory damages for each of three copyrights infringed, and for the infringement of the fourth copyright, the ""Noah's Ark"" design, she elected the jury's award in the amount of $ 235,585.75."
6812cd33af06ea2cad50182b,N/A,N/A
6812cd36af06ea2cad50182c,51000,"He infringed the copyrights of 102 movies, and we grant the plaintiffs their requested damages: $ 500 per infringement, for a total of $ 51,000."
6812cd37af06ea2cad50182d,N/A,"ASCAP also seeks specific relief under 17 U.S.C. § § 502(a), 504(c) and 505, in the nature of: (1) an injunction prohibiting further infringing performances; (2) statutory damages of $ 5,000 for each infringement; and (3) costs, including reasonable attorney's fees."" ""It is also ORDERED that the Motion for Partial Summary Judgment (Docket #: 14) is DENIED, however, as to the request for the assessment of statutory damages and costs."
6812cd40af06ea2cad50182e,N/A,"Furthermore, the arbitrator had full discretion to award statutory damages of up to $ 100,000 pursuant to Section 504(c)(2) of the Copyright Act."
6812cd47af06ea2cad50182f,N/A,"Therefore, I recommend that   the amount of statutory damages be based on the potential revenue loss of the plaintiff because of the defendants' actions. This amounts to the sum total of what each patron would have paid to view the program at home. I also recommend that the plaintiff receive an additional $ 1000 per defendant for the willfulness of the violation."
6812cd4aaf06ea2cad501830,N/A,N/A
6812cd4caf06ea2cad501831,N/A,"Statutory damages cannot be awarded under the facts of this case because PAR registered the copyrights after the development and marketing of the infringing product. In these circumstances, statutory damages are not recoverable."
6812cd58af06ea2cad501833,3737500,"Accordingly, the Court ORDERS defendants Sanfilippo and Five Sense Productions to pay plaintiff $ 3,737,500."
6812cd65af06ea2cad501834,8800000,"Applying that amount to the number of acts of infringement, the trial judge determined that Columbia was entitled to $ 8,800,000 in statutory damages..."
6812cd78af06ea2cad501836,220000,"In consideration of these factors, I conclude that an award of $ 10,000 per infringed work is an appropriate statutory penalty for Comline's willful infringements in this case. Finally, in accordance with the preceding findings, the Court finds that Nihon is entitled to the declaration that it seeks, i.e., that the 22 articles appended to the Complaint constitute infringements of its copyrights, and to an award of its full costs and reasonable attorney's fees under Section 505."
6812cd7daf06ea2cad501837,20000,"For these reasons, we award Martin statutory damages in the amount of $ 20,000 to compensate him for the destruction of Symphony # 1."
6812cd7faf06ea2cad501838,N/A,N/A
6812cd80af06ea2cad501839,15000,"Considering all of the circumstances presented by this case, this Court finds that a total award of $ 10,000 in statutory damages against Boulevard and $ 5,000 in statutory damages against Klub Kaz is appropriate."
6812cd85af06ea2cad50183a,N/A,N/A
6812cd8daf06ea2cad50183b,60000,"The court entered judgment for LANS for $ 60,000 in statutory damages based on the four domestic infringements by Visnews."
6812cd90af06ea2cad50183c,N/A,N/A
6812cda2af06ea2cad50183d,50000,"If plaintiff wishes to opt for statutory damages for the infringement of its copyright on the film Intimo, it will be awarded $ 50,000.00 jointly and severally against the Edde defendants, Christian and Renaissance."
6812cdacaf06ea2cad50183e,N/A,"The district court, however, awarded neither attorney's fees nor statutory damages   under the Copyright Act."
6812cdaeaf06ea2cad50183f,20000,"Therefore I award Storm $ 10,000 per infringement, for a total of $ 20,000 in statutory damages."
